,product,measure,month,cost
5755,Картофель,1 кг,апрель,20.30
5756,Сахар-песок,1 кг,апрель,34.71
5757,Мед пчелиный натуральный,1 кг,апрель,252.00
5758,Соль,1 кг,апрель,12.22
5759,Майонез,1 кг,апрель,130.96
5760,Дрожжи,50 гр.,апрель,10.80
5761,Кофе натуральный растворимый,100 гр.,апрель,88.14
5762,Чай черный байховый,100 гр.,апрель,30.83
5763,Вода минеральная,"0,5 л.",апрель,6.63
5764,Водка крепостью 40 градусов,"0,5 л.",апрель,54.61
5765,Коньяк отечественный,"0,5 л.",апрель,213.98
5766,Вино игристое отечественное,"0,7 л.",апрель,137.59
5767,Сигареты с фильтром,1 пачка,апрель,30.00
5768,Цемент,50 кг,апрель,262.13
5769,"Электроэнергия, основной тариф",1 кВт. час,апрель,0.71
5770,Природный газ,за 1 человека в месяц,апрель,176.47
5771,Сжиженный газ ,1 кг,апрель,38.79
5772,Уголь,1 тонна,апрель,3 578.23
5773,Бензин автомобильной марки А-92,1 литр,апрель,19.07
5774,Бензин автомобильной марки А-80,1 литр,апрель,17.45
5775,Дизельное топливо,1 литр,апрель,22.52
5776,Рис среднезерный,1 кг,май,66.94
5777,Рис длиннозерный,1 кг,май,78.81
5778,Мука пшеничная высшего сорта,1 кг,май,26.08
5779,Мука пшеничная первого сорта,1 кг,май,21.05
5780,Крупа манная,1 кг,май,37.07
5781,Пшено,1 кг,май,-
5782,Хлеб из пшеничной муки 1 сорта,1 кг,май,30.16
5783,Лепешка,1 кг,май,36.90
5784,Макаронные изделия,1 кг,май,46.63
5785,"Вермишель, лапша",1 кг,май,39.47
5786,Говядина,1 кг,май,177.27
5787,Свинина,1 кг,май,202.93
5788,Баранина,1 кг,май,192.88
5789,Конина,1 кг,май,181.82
5790,Колбаса вареная,1 кг,май,192.49
5791,Колбаса полукопченая,1 кг,май,219.13
5792,"Сосиски, сардельки",1 кг,май,178.85
5793,Рыба свежая и охлажденная,1 кг,май,125.73
5794,Рыба замороженная неразделанная,1 кг,май,112.36
5795,Сельдь соленая,1 кг,май,85.06
5796,"Кефир, айран",1 литр,май,38.30
5797,Сметана,1 литр,май,192.71
5798,Сливки,1 литр,май,138.45
5799,Творог жирный,1 кг,май,209.95
5800,Творог нежирный,1 кг,май,136.81
5801,Яйца куриные,10 штук,май,55.84
5802,Масло сливочное,1 кг,май,292.64
5803,Хлопковое масло,1 кг,май,71.40
5804,Подсолнечное масло,1 кг,май,68.94
5805,Яблоки,1 кг,май,51.87
5806,Aбрикосы,1 кг,май,73.14
5807,"Клубника, малина",1 кг,май,103.45
5808,Вишня,1 кг,май,127.03
5809,Виноград свежий,1 кг,май,100.00
5810,Aпельсины,1 кг,май,115.85
5811,Лимоны,1 кг,май,135.58
5812,Дыни,1 кг,май,0.00
5813,Aрбузы,1 кг,май,0.00
5814,Виноград сушеный,1 кг,май,122.32
5815,Яблоки сушеные,1 кг,май,46.38
5816,Курага,1 кг,май,137.70
5817,Орехи грецкие,1 кг,май,118.11
5818,Капуста свежая,1 кг,май,13.94
5819,Лук репчатый,1 кг,май,29.78
5820,Свекла,1 кг,май,18.32
5821,Морковь,1 кг,май,13.42
5822,Огурцы свежие,1 кг,май,42.96
5823,Тыква,1 кг,май,13.11
5824,Лук зеленый,1 кг,май,59.22
5825,Помидоры свежие,1 кг,май,75.60
5826,"Редиска, редька",1 кг,май,17.79
5827,Баклажаны,1 кг,май,46.67
5828,Горох,1 кг,май,37.39
5829,Чеснок,1 кг,май,64.85
5830,Томатная паста,1 кг,май,91.24
5831,Картофель,1 кг,май,30.09
5832,Сахар-песок,1 кг,май,36.97
5833,Мед пчелиный натуральный,1 кг,май,251.18
5834,Соль,1 кг,май,12.22
5835,Майонез,1 кг,май,130.97
5836,Дрожжи,50 гр.,май,10.80
5837,Кофе натуральный растворимый,100 гр.,май,88.94
5838,Чай черный байховый,100 гр.,май,30.84
5839,Вода минеральная,"0,5 л.",май,6.74
5840,Водка крепостью 40 градусов,"0,5 л.",май,54.99
5841,Коньяк отечественный,"0,5 л.",май,214.31
5842,Вино игристое отечественное,"0,7 л.",май,137.82
5843,Сигареты с фильтром,1 пачка,май,30.00
5844,Цемент,50 кг,май,264.08
5845,"Электроэнергия, основной тариф",1 кВт. час,май,0.71
5846,Природный газ,за 1 человека в месяц,май,176.47
5847,Сжиженный газ ,1 кг,май,36.29
5848,Уголь,1 тонна,май,3 538.96
5849,Бензин автомобильной марки А-92,1 литр,май,18.96
5850,Бензин автомобильной марки А-80,1 литр,май,17.37
5851,Дизельное топливо,1 литр,май,21.79
5852,Рис среднезерный,1 кг,июнь,67.41
5853,Рис длиннозерный,1 кг,июнь,79.01
5854,Мука пшеничная высшего сорта,1 кг,июнь,26.48
5855,Мука пшеничная первого сорта,1 кг,июнь,21.01
5856,Крупа манная,1 кг,июнь,37.22
5857,Пшено,1 кг,июнь,-
5858,Хлеб из пшеничной муки 1 сорта,1 кг,июнь,30.16
5859,Лепешка,1 кг,июнь,36.87
5860,Макаронные изделия,1 кг,июнь,46.53
5861,"Вермишель, лапша",1 кг,июнь,39.24
5862,Говядина,1 кг,июнь,178.48
5863,Свинина,1 кг,июнь,202.02
5864,Баранина,1 кг,июнь,193.94
5865,Конина,1 кг,июнь,181.95
5866,Колбаса вареная,1 кг,июнь,193.48
5867,Колбаса полукопченая,1 кг,июнь,218.18
5868,"Сосиски, сардельки",1 кг,июнь,178.85
5869,Рыба свежая и охлажденная,1 кг,июнь,123.73
5870,Рыба замороженная неразделанная,1 кг,июнь,112.36
5871,Сельдь соленая,1 кг,июнь,84.62
5872,"Кефир, айран",1 литр,июнь,38.30
5873,Сметана,1 литр,июнь,190.11
5874,Сливки,1 литр,июнь,137.36
5875,Творог жирный,1 кг,июнь,209.28
5876,Творог нежирный,1 кг,июнь,135.62
5877,Яйца куриные,10 штук,июнь,54.79
5878,Масло сливочное,1 кг,июнь,290.21
5879,Хлопковое масло,1 кг,июнь,69.93
5880,Подсолнечное масло,1 кг,июнь,67.05
5881,Яблоки,1 кг,июнь,56.58
5882,Aбрикосы,1 кг,июнь,57.63
5883,"Клубника, малина",1 кг,июнь,80.61
5884,Вишня,1 кг,июнь,93.62
5885,Виноград свежий,1 кг,июнь,92.72
5886,Aпельсины,1 кг,июнь,113.74
5887,Лимоны,1 кг,июнь,132.76
5888,Дыни,1 кг,июнь,0.00
5889,Aрбузы,1 кг,июнь,12.70
5890,Виноград сушеный,1 кг,июнь,122.32
5891,Яблоки сушеные,1 кг,июнь,46.38
5892,Курага,1 кг,июнь,137.67
5893,Орехи грецкие,1 кг,июнь,116.85
5894,Капуста свежая,1 кг,июнь,13.76
5895,Лук репчатый,1 кг,июнь,22.60
5896,Свекла,1 кг,июнь,17.15
5897,Морковь,1 кг,июнь,14.05
5898,Огурцы свежие,1 кг,июнь,31.31
5899,Тыква,1 кг,июнь,13.12
5900,Лук зеленый,1 кг,июнь,35.58
5901,Помидоры свежие,1 кг,июнь,45.37
5902,"Редиска, редька",1 кг,июнь,18.31
5903,Баклажаны,1 кг,июнь,73.27
5904,Горох,1 кг,июнь,36.70
5905,Чеснок,1 кг,июнь,66.06
5906,Томатная паста,1 кг,июнь,91.30
5907,Картофель,1 кг,июнь,24.81
5908,Сахар-песок,1 кг,июнь,38.00
5909,Мед пчелиный натуральный,1 кг,июнь,250.88
5910,Соль,1 кг,июнь,12.22
5911,Майонез,1 кг,июнь,130.52
5912,Дрожжи,50 гр.,июнь,10.80
5913,Кофе натуральный растворимый,100 гр.,июнь,88.93
5914,Чай черный байховый,100 гр.,июнь,31.19
5915,Вода минеральная,"0,5 л.",июнь,6.74
5916,Водка крепостью 40 градусов,"0,5 л.",июнь,56.60
5917,Коньяк отечественный,"0,5 л.",июнь,215.13
5918,Вино игристое отечественное,"0,7 л.",июнь,138.39
5919,Сигареты с фильтром,1 пачка,июнь,30.00
5920,Цемент,50 кг,июнь,337.67
5921,"Электроэнергия, основной тариф",1 кВт. час,июнь,0.71
5922,Природный газ,за 1 человека в месяц,июнь,176.47
5923,Сжиженный газ ,1 кг,июнь,35.37
5924,Уголь,1 тонна,июнь,3 525.69
5925,Бензин автомобильной марки А-92,1 литр,июнь,20.14
5926,Бензин автомобильной марки А-80,1 литр,июнь,18.44
5927,Дизельное топливо,1 литр,июнь,21.65
5928,Рис среднезерный,1 кг,июль,66.71
5929,Рис длиннозерный,1 кг,июль,75.26
5930,Мука пшеничная высшего сорта,1 кг,июль,26.26
5931,Мука пшеничная первого сорта,1 кг,июль,20.31
5932,Крупа манная,1 кг,июль,36.05
5933,Пшено,1 кг,июль,-
5934,Хлеб из пшеничной муки 1 сорта,1 кг,июль,30.16
5935,Лепешка,1 кг,июль,36.45
5936,Макаронные изделия,1 кг,июль,46.27
5937,"Вермишель, лапша",1 кг,июль,36.54
5938,Говядина,1 кг,июль,176.86
5939,Свинина,1 кг,июль,203.73
5940,Баранина,1 кг,июль,189.02
5941,Конина,1 кг,июль,187.39
5942,Колбаса вареная,1 кг,июль,193.52
5943,Колбаса полукопченая,1 кг,июль,218.30
5944,"Сосиски, сардельки",1 кг,июль,179.54
5945,Рыба свежая и охлажденная,1 кг,июль,121.38
5946,Рыба замороженная неразделанная,1 кг,июль,110.23
5947,Сельдь соленая,1 кг,июль,82.97
5948,"Кефир, айран",1 литр,июль,37.71
