product,measure,year,month,cost
Цемент,50 кг,2014,сентябрь,358.23
"Электроэнергия, основной тариф",1 кВт. час,2014,сентябрь,0.70
Природный газ,за 1 человека в месяц,2014,сентябрь,191.86
Сжиженный газ ,1 кг,2014,сентябрь,53.52
Уголь,1 тонна,2014,сентябрь,4 240.38
Бензин автомобильной марки А-92,1 литр,2014,сентябрь,46.77
Бензин автомобильной марки А-80,1 литр,2014,сентябрь,40.19
Дизельное топливо,1 литр,2014,сентябрь,44.77
Рис среднезерный,1 кг,2014,октябрь,78.97
Рис длиннозерный,1 кг,2014,октябрь,79.20
Мука пшеничная высшего сорта,1 кг,2014,октябрь,40.29
Мука пшеничная первого сорта,1 кг,2014,октябрь,32.92
Крупа манная,1 кг,2014,октябрь,59.38
Пшено,1 кг,2014,октябрь,51.80
Хлеб из пшеничной муки 1 сорта,1 кг,2014,октябрь,42.88
Лепешка,1 кг,2014,октябрь,57.74
Макаронные изделия,1 кг,2014,октябрь,76.56
"Вермишель, лапша",1 кг,2014,октябрь,50.82
Говядина,1 кг,2014,октябрь,349.61
Свинина,1 кг,2014,октябрь,307.77
Баранина,1 кг,2014,октябрь,330.79
Конина,1 кг,2014,октябрь,339.74
Колбаса вареная,1 кг,2014,октябрь,277.84
Колбаса полукопченая,1 кг,2014,октябрь,318.61
"Сосиски, сардельки",1 кг,2014,октябрь,264.69
Рыба свежая и охлажденная,1 кг,2014,октябрь,184.41
Рыба замороженная неразделанная,1 кг,2014,октябрь,178.14
Сельдь соленая,1 кг,2014,октябрь,149.41
"Кефир, айран",1 литр,2014,октябрь,45.37
Сметана,1 литр,2014,октябрь,218.58
Сливки,1 литр,2014,октябрь,197.08
Творог жирный,1 кг,2014,октябрь,320.22
Творог нежирный,1 кг,2014,октябрь,219.68
Яйца куриные,10 штук,2014,октябрь,75.54
Масло сливочное,1 кг,2014,октябрь,332.15
Хлопковое масло,1 кг,2014,октябрь,104.10
Подсолнечное масло,1 кг,2014,октябрь,97.12
Яблоки,1 кг,2014,октябрь,81.40
Aбрикосы,1 кг,2014,октябрь,0.00
"Клубника, малина",1 кг,2014,октябрь,129.59
Вишня,1 кг,2014,октябрь,0.00
Виноград свежий,1 кг,2014,октябрь,115.03
Aпельсины,1 кг,2014,октябрь,139.12
Лимоны,1 кг,2014,октябрь,266.53
Дыни,1 кг,2014,октябрь,42.81
Aрбузы,1 кг,2014,октябрь,17.55
Виноград сушеный,1 кг,2014,октябрь,248.60
Яблоки сушеные,1 кг,2014,октябрь,91.92
Курага,1 кг,2014,октябрь,229.25
Орехи грецкие,1 кг,2014,октябрь,161.73
Капуста свежая,1 кг,2014,октябрь,19.54
Лук репчатый,1 кг,2014,октябрь,27.91
Свекла,1 кг,2014,октябрь,42.33
Морковь,1 кг,2014,октябрь,27.82
Огурцы свежие,1 кг,2014,октябрь,72.77
Тыква,1 кг,2014,октябрь,31.22
Лук зеленый,1 кг,2014,октябрь,133.48
Помидоры свежие,1 кг,2014,октябрь,31.42
"Редиска, редька",1 кг,2014,октябрь,36.77
Баклажаны,1 кг,2014,октябрь,31.47
Горох,1 кг,2014,октябрь,43.03
Чеснок,1 кг,2014,октябрь,173.18
Томатная паста,1 кг,2014,октябрь,101.34
Картофель,1 кг,2014,октябрь,27.47
Сахар-песок,1 кг,2014,октябрь,52.43
Мед пчелиный натуральный,1 кг,2014,октябрь,327.88
Соль,1 кг,2014,октябрь,17.62
Майонез,1 кг,2014,октябрь,128.41
Дрожжи,50 гр.,2014,октябрь,18.92
Кофе натуральный растворимый,100 гр.,2014,октябрь,214.18
Чай черный байховый,100 гр.,2014,октябрь,56.69
Вода минеральная,"0,5 л.",2014,октябрь,13.77
Водка крепостью 40 градусов,"0,5 л.",2014,октябрь,162.70
Коньяк отечественный,"0,5 л.",2014,октябрь,347.01
Вино игристое отечественное,"0,7 л.",2014,октябрь,182.49
Сигареты с фильтром,1 пачка,2014,октябрь,28.24
Цемент,50 кг,2014,октябрь,355.18
"Электроэнергия, основной тариф",1 кВт. час,2014,октябрь,0.70
Природный газ,за 1 человека в месяц,2014,октябрь,162.73
Сжиженный газ ,1 кг,2014,октябрь,53.36
Уголь,1 тонна,2014,октябрь,4 449.49
Бензин автомобильной марки А-92,1 литр,2014,октябрь,50.08
Бензин автомобильной марки А-80,1 литр,2014,октябрь,42.23
Дизельное топливо,1 литр,2014,октябрь,44.19
Рис среднезерный,1 кг,2014,ноябрь,79.23
Рис длиннозерный,1 кг,2014,ноябрь,79.90
Мука пшеничная высшего сорта,1 кг,2014,ноябрь,41.87
Мука пшеничная первого сорта,1 кг,2014,ноябрь,34.42
Крупа манная,1 кг,2014,ноябрь,59.83
Пшено,1 кг,2014,ноябрь,53.94
Хлеб из пшеничной муки 1 сорта,1 кг,2014,ноябрь,44.34
Лепешка,1 кг,2014,ноябрь,61.22
Макаронные изделия,1 кг,2014,ноябрь,81.09
"Вермишель, лапша",1 кг,2014,ноябрь,51.17
Говядина,1 кг,2014,ноябрь,351.20
Свинина,1 кг,2014,ноябрь,310.76
Баранина,1 кг,2014,ноябрь,331.60
Конина,1 кг,2014,ноябрь,342.49
Колбаса вареная,1 кг,2014,ноябрь,279.28
Колбаса полукопченая,1 кг,2014,ноябрь,320.43
"Сосиски, сардельки",1 кг,2014,ноябрь,266.75
Рыба свежая и охлажденная,1 кг,2014,ноябрь,184.89
Рыба замороженная неразделанная,1 кг,2014,ноябрь,178.66
Сельдь соленая,1 кг,2014,ноябрь,150.16
"Кефир, айран",1 литр,2014,ноябрь,46.42
Сметана,1 литр,2014,ноябрь,215.00
Сливки,1 литр,2014,ноябрь,201.66
Творог жирный,1 кг,2014,ноябрь,320.66
Творог нежирный,1 кг,2014,ноябрь,225.34
Яйца куриные,10 штук,2014,ноябрь,77.25
Масло сливочное,1 кг,2014,ноябрь,333.30
Хлопковое масло,1 кг,2014,ноябрь,104.23
Подсолнечное масло,1 кг,2014,ноябрь,98.97
Яблоки,1 кг,2014,ноябрь,81.51
Aбрикосы,1 кг,2014,ноябрь,0.00
"Клубника, малина",1 кг,2014,ноябрь,0.00
Вишня,1 кг,2014,ноябрь,0.00
Виноград свежий,1 кг,2014,ноябрь,119.97
Aпельсины,1 кг,2014,ноябрь,139.92
Лимоны,1 кг,2014,ноябрь,252.96
Дыни,1 кг,2014,ноябрь,0.00
Aрбузы,1 кг,2014,ноябрь,0.00
Виноград сушеный,1 кг,2014,ноябрь,249.80
Яблоки сушеные,1 кг,2014,ноябрь,91.43
Курага,1 кг,2014,ноябрь,233.45
Орехи грецкие,1 кг,2014,ноябрь,161.16
Капуста свежая,1 кг,2014,ноябрь,21.05
Лук репчатый,1 кг,2014,ноябрь,31.61
Свекла,1 кг,2014,ноябрь,44.31
Морковь,1 кг,2014,ноябрь,28.77
Огурцы свежие,1 кг,2014,ноябрь,90.22
Тыква,1 кг,2014,ноябрь,33.06
Лук зеленый,1 кг,2014,ноябрь,138.36
Помидоры свежие,1 кг,2014,ноябрь,72.72
"Редиска, редька",1 кг,2014,ноябрь,32.68
Баклажаны,1 кг,2014,ноябрь,0.00
Горох,1 кг,2014,ноябрь,45.67
Чеснок,1 кг,2014,ноябрь,205.43
Томатная паста,1 кг,2014,ноябрь,102.26
Картофель,1 кг,2014,ноябрь,29.61
Сахар-песок,1 кг,2014,ноябрь,52.95
Мед пчелиный натуральный,1 кг,2014,ноябрь,336.96
Соль,1 кг,2014,ноябрь,17.69
Майонез,1 кг,2014,ноябрь,130.80
Дрожжи,50 гр.,2014,ноябрь,19.88
Кофе натуральный растворимый,100 гр.,2014,ноябрь,215.98
Чай черный байховый,100 гр.,2014,ноябрь,59.34
Вода минеральная,"0,5 л.",2014,ноябрь,13.77
Водка крепостью 40 градусов,"0,5 л.",2014,ноябрь,163.11
Коньяк отечественный,"0,5 л.",2014,ноябрь,347.90
Вино игристое отечественное,"0,7 л.",2014,ноябрь,182.52
Сигареты с фильтром,1 пачка,2014,ноябрь,28.34
Цемент,50 кг,2014,ноябрь,353.83
"Электроэнергия, основной тариф",1 кВт. час,2014,ноябрь,0.70
Природный газ,за 1 человека в месяц,2014,ноябрь,167.85
Сжиженный газ ,1 кг,2014,ноябрь,53.33
Уголь,1 тонна,2014,ноябрь,4 475.15
Бензин автомобильной марки А-92,1 литр,2014,ноябрь,50.57
Бензин автомобильной марки А-80,1 литр,2014,ноябрь,42.56
Дизельное топливо,1 литр,2014,ноябрь,43.79
Рис среднезерный,1 кг,2014,декабрь,81.51
Рис длиннозерный,1 кг,2014,декабрь,82.87
Мука пшеничная высшего сорта,1 кг,2014,декабрь,43.22
Мука пшеничная первого сорта,1 кг,2014,декабрь,35.10
Крупа манная,1 кг,2014,декабрь,60.50
Пшено,1 кг,2014,декабрь,56.84
Хлеб из пшеничной муки 1 сорта,1 кг,2014,декабрь,45.40
Лепешка,1 кг,2014,декабрь,62.30
Макаронные изделия,1 кг,2014,декабрь,83.36
"Вермишель, лапша",1 кг,2014,декабрь,51.97
Говядина,1 кг,2014,декабрь,352.62
Свинина,1 кг,2014,декабрь,312.55
Баранина,1 кг,2014,декабрь,327.86
Конина,1 кг,2014,декабрь,343.75
Колбаса вареная,1 кг,2014,декабрь,294.63
Колбаса полукопченая,1 кг,2014,декабрь,340.10
